	Facies	Formation	Well Name	Depth	GR	ILD_log10	DeltaPHI	PHIND	PE	NM_M	RELPOS
783	3	C SH	ALEXANDER D	3044.5	86.4107769687	0.528	7.50040061246	19.3150588874	2.99313	1	0.736
784	2	C SH	ALEXANDER D	3045.0	85.9407769687	0.528	4.60040061246	19.3950588874	2.99335	1	0.717
785	2	C SH	ALEXANDER D	3045.5	85.9407769687	0.522	5.60040061246	17.8400588874	2.99335	1	0.698
786	2	C SH	ALEXANDER D	3046.0	85.9307769687	0.516	8.90040061246	15.9950588874	2.99335	1	0.679
787	2	C SH	ALEXANDER D	3046.5	87.7807769687	0.516	12.0004006125	14.5650588874	2.99075	1	0.66
788	2	C SH	ALEXANDER D	3047.0	90.3307769687	0.522	13.0004006125	14.1450588874	2.999975	1	0.642
789	2	C SH	ALEXANDER D	3047.5	92.2707769687	0.56	13.1004006125	13.9500588874	3.00664	1	0.623
790	2	C SH	ALEXANDER D	3048.0	93.8907769687	0.592	12.6004006125	13.6200588874	3.012755	1	0.604
791	2	C SH	ALEXANDER D	3048.5	94.2807769687	0.607	11.9004006125	13.6000588874	3.015495	1	0.585
792	2	C SH	ALEXANDER D	3049.0	93.7807769687	0.607	11.0004006125	13.9700588874	3.017495	1	0.566
793	2	C SH	ALEXANDER D	3049.5	92.3807769687	0.607	9.30040061246	14.7500588874	3.017495	1	0.547
794	2	C SH	ALEXANDER D	3050.0	91.3607769687	0.613	10.0004006125	14.3550588874	3.017495	1	0.528
795	2	C SH	ALEXANDER D	3050.5	90.3107769687	0.603	10.8004006125	14.0050588874	3.02316	1	0.509
796	2	C SH	ALEXANDER D	3051.0	91.2407769687	0.592	11.9004006125	14.0700588874	3.02042	1	0.491
797	2	C SH	ALEXANDER D	3051.5	94.4007769687	0.582	12.7004006125	14.2200588874	3.01892	1	0.472
798	2	C SH	ALEXANDER D	3052.0	95.6007769687	0.575	13.6004006125	14.4100588874	3.01829	1	0.453
799	2	C SH	ALEXANDER D	3052.5	95.5907769687	0.584	13.7004006125	14.6300588874	3.01742	1	0.434
800	2	C SH	ALEXANDER D	3053.0	94.6507769687	0.593	13.2004006125	14.9700588874	3.017035	1	0.415
801	2	C SH	ALEXANDER D	3053.5	93.6907769687	0.588	11.4004006125	14.8200588874	3.017035	1	0.396
802	2	C SH	ALEXANDER D	3054.0	91.5007769687	0.581	10.6004006125	14.7700588874	3.01516	1	0.377
803	2	C SH	ALEXANDER D	3054.5	88.7507769687	0.581	11.3004006125	13.9050588874	3.01716	1	0.358
804	2	C SH	ALEXANDER D	3055.0	88.1307769687	0.575	11.2004006125	13.4750588874	3.01553	1	0.34
805	2	C SH	ALEXANDER D	3055.5	89.0507769687	0.568	11.1004006125	13.3150588874	3.013635	1	0.321
806	2	C SH	ALEXANDER D	3056.0	89.0407769687	0.562	11.4004006125	13.2250588874	3.01656	1	0.302
807	2	C SH	ALEXANDER D	3056.5	89.6107769687	0.559	11.8004006125	14.1000588874	3.02506	1	0.283
808	2	C SH	ALEXANDER D	3057.0	95.1307769687	0.553	9.30040061246	15.6150588874	3.02203	1	0.264
809	2	C SH	ALEXANDER D	3057.5	100.310776969	0.533	7.00040061246	16.7950588874	3.009505	1	0.245
810	2	C SH	ALEXANDER D	3058.0	100.620776969	0.502	5.60040061246	17.6750588874	3.01138	1	0.226
811	2	C SH	ALEXANDER D	3058.5	101.100776969	0.48	9.30040061246	17.0550588874	3.019295	1	0.208
812	2	C SH	ALEXANDER D	3059.0	105.720776969	0.45	13.6004006125	17.8700588874	3.044785	1	0.189
813	3	C SH	ALEXANDER D	3059.5	110.350776969	0.431	14.7004006125	18.8600588874	3.049895	1	0.17
814	3	C SH	ALEXANDER D	3060.0	114.950776969	0.408	15.2004006125	19.6800588874	3.02411	1	0.151
815	3	C SH	ALEXANDER D	3060.5	118.800776969	0.394	12.1004006125	20.8750588874	3.02691	1	0.132
816	3	C SH	ALEXANDER D	3061.0	120.910776969	0.389	8.00040061246	20.9850588874	3.00893	1	0.113
817	3	C SH	ALEXANDER D	3061.5	120.100776969	0.382	8.70040061246	19.1050588874	3.03765	1	0.075
818	3	C SH	ALEXANDER D	3062.0	118.810776969	0.384	10.7004006125	19.5350588874	3.038645	1	0.057
819	3	C SH	ALEXANDER D	3062.5	117.300776969	0.407	9.40040061246	20.1550588874	3.04681	1	0.038
820	3	C SH	ALEXANDER D	3063.0	112.870776969	0.438	7.40040061246	21.4900588874	3.083575	1	0.019
821	5	C LM	ALEXANDER D	3063.5	104.650776969	0.468	5.80040061246	22.5700588874	3.003245	2	1.0
822	8	C LM	ALEXANDER D	3064.0	93.1007769687	0.498	5.10040061246	23.0900588874	3.00424	2	0.991
823	8	C LM	ALEXANDER D	3064.5	82.6607769687	0.559	5.60040061246	19.8200588874	2.9986	2	0.983
824	8	C LM	ALEXANDER D	3065.0	71.3607769687	0.687	1.30040061246	10.7800588874	3.035235	2	0.974
825	8	C LM	ALEXANDER D	3065.5	52.4107769687	0.923	0.900400612463	6.68005888741	2.99893	2	0.966
826	8	C LM	ALEXANDER D	3066.0	29.4507769687	0.898	0.600400612463	6.34005888741	2.92355	2	0.957
827	8	C LM	ALEXANDER D	3066.5	20.1607769687	0.857	0.600400612463	6.26005888741	2.920985	2	0.948
828	6	C LM	ALEXANDER D	3067.0	19.6907769687	0.801	0.600400612463	6.42005888741	2.91817	2	0.94
829	6	C LM	ALEXANDER D	3067.5	20.1407769687	0.76	0.800400612463	6.84005888741	2.965905	2	0.931
830	6	C LM	ALEXANDER D	3068.0	21.0407769687	0.721	0.600400612463	8.16005888741	2.905855	2	0.922
831	6	C LM	ALEXANDER D	3068.5	28.2307769687	0.78	0.200400612463	9.31505888741	2.8152	2	0.914
832	5	C LM	ALEXANDER D	3069.0	33.1307769687	0.86	2.10040061246	8.74505888741	3.107815	2	0.905
833	8	C LM	ALEXANDER D	3069.5	34.5107769687	0.844	3.60040061246	7.60505888741	3.120605	2	0.897
834	8	C LM	ALEXANDER D	3070.0	34.9707769687	0.827	3.50040061246	6.94505888741	3.120605	2	0.888
835	8	C LM	ALEXANDER D	3070.5	31.7107769687	0.809	3.70040061246	6.72005888741	3.115105	2	0.879
836	6	C LM	ALEXANDER D	3071.0	25.2907769687	0.78	3.80040061246	6.60505888741	3.1131	2	0.871
837	6	C LM	ALEXANDER D	3071.5	24.2707769687	0.724	6.00040061246	7.56505888741	3.098875	2	0.862
838	7	C LM	ALEXANDER D	3072.0	24.3107769687	0.644	8.00040061246	9.32005888741	3.01688	2	0.853
839	7	C LM	ALEXANDER D	3072.5	25.6507769687	0.601	6.70040061246	10.8000588874	3.00571	2	0.845
840	7	C LM	ALEXANDER D	3073.0	31.2107769687	0.594	6.90040061246	10.8800588874	3.006205	2	0.836
841	7	C LM	ALEXANDER D	3073.5	33.0607769687	0.607	6.80040061246	10.8050588874	3.008945	2	0.828
842	7	C LM	ALEXANDER D	3074.0	33.0607769687	0.627	5.40040061246	10.1850588874	3.014445	2	0.819
843	7	C LM	ALEXANDER D	3074.5	33.2107769687	0.658	3.30040061246	9.95505888741	3.042285	2	0.81
844	7	C LM	ALEXANDER D	3075.0	35.2507769687	0.697	1.60040061246	9.51505888741	3.05034	2	0.802
845	7	C LM	ALEXANDER D	3075.5	39.6607769687	0.732	2.00040061246	8.20505888741	3.09067	2	0.793
846	6	C LM	ALEXANDER D	3076.0	44.6407769687	0.78	3.70040061246	7.37005888741	3.10537	2	0.784
847	6	C LM	ALEXANDER D	3076.5	46.9507769687	0.859	4.90040061246	7.04505888741	3.112875	2	0.776
848	6	C LM	ALEXANDER D	3077.0	47.4107769687	0.895	6.40040061246	7.13005888741	3.10901	2	0.767
849	6	C LM	ALEXANDER D	3077.5	47.6007769687	0.914	6.60040061246	6.97005888741	3.11101	2	0.759
850	6	C LM	ALEXANDER D	3078.0	47.9907769687	0.92	6.50040061246	7.05505888741	3.104815	2	0.75
851	6	C LM	ALEXANDER D	3078.5	47.9907769687	0.92	6.50040061246	7.05505888741	3.104815	2	0.75
852	6	C LM	ALEXANDER D	3079.0	50.1307769687	0.92	6.40040061246	7.19005888741	3.1049	2	0.741
853	6	C LM	ALEXANDER D	3079.5	54.3507769687	0.92	6.20040061246	7.42505888741	3.1049	2	0.733
854	5	C LM	ALEXANDER D	3080.0	55.7307769687	0.919	5.50040061246	7.84505888741	3.10512	2	0.724
855	5	C LM	ALEXANDER D	3080.5	53.8707769687	0.919	4.50040061246	8.13005888741	3.10512	2	0.716
856	5	C LM	ALEXANDER D	3081.0	51.7407769687	0.919	3.30040061246	8.45505888741	3.10512	2	0.707
857	5	C LM	ALEXANDER D	3081.5	49.3307769687	0.913	3.00040061246	8.53005888741	3.103925	2	0.698
858	5	C LM	ALEXANDER D	3082.0	47.7107769687	0.913	3.30040061246	8.40505888741	3.103925	2	0.69
859	5	C LM	ALEXANDER D	3082.5	46.8807769687	0.906	4.60040061246	8.08005888741	3.103925	2	0.681
860	5	C LM	ALEXANDER D	3083.0	47.3307769687	0.906	5.20040061246	8.09005888741	3.10422	2	0.672
861	5	C LM	ALEXANDER D	3083.5	48.2507769687	0.9	5.40040061246	8.28505888741	3.10222	2	0.664
862	5	C LM	ALEXANDER D	3084.0	49.0007769687	0.897	4.30040061246	9.02005888741	3.10222	2	0.655
863	5	C LM	ALEXANDER D	3084.5	50.0607769687	0.897	2.50040061246	9.68005888741	3.099375	2	0.647
864	6	C LM	ALEXANDER D	3085.0	51.3107769687	0.902	3.50040061246	9.10005888741	3.11017	2	0.638
865	6	C LM	ALEXANDER D	3085.5	52.5507769687	0.913	4.70040061246	8.52005888741	3.11017	2	0.629
866	6	C LM	ALEXANDER D	3086.0	54.2607769687	0.925	5.00040061246	8.25505888741	3.112035	2	0.621
867	6	C LM	ALEXANDER D	3086.5	56.1107769687	0.937	4.80040061246	8.03005888741	3.112035	2	0.612
868	6	C LM	ALEXANDER D	3087.0	57.4907769687	0.942	4.20040061246	8.04005888741	3.112405	2	0.603
869	6	C LM	ALEXANDER D	3087.5	59.1807769687	0.942	3.60040061246	8.05005888741	3.111625	2	0.595
870	6	C LM	ALEXANDER D	3088.0	61.2907769687	0.942	3.50040061246	8.12505888741	3.111625	2	0.586
871	6	C LM	ALEXANDER D	3088.5	63.8507769687	0.936	5.30040061246	7.91505888741	3.11164	2	0.578
872	6	C LM	ALEXANDER D	3089.0	67.3907769687	0.932	7.00040061246	7.82505888741	3.11364	2	0.569
873	6	C LM	ALEXANDER D	3089.5	72.7807769687	0.907	8.50040061246	7.96005888741	3.111775	2	0.56
874	6	C LM	ALEXANDER D	3090.0	84.3907769687	0.879	10.1004006125	8.65005888741	3.109775	2	0.552
875	6	C LM	ALEXANDER D	3090.5	98.0407769687	0.843	10.7004006125	9.28005888741	3.11314	2	0.543
876	5	C LM	ALEXANDER D	3091.0	115.020776969	0.816	10.7004006125	9.61005888741	3.10764	2	0.534
877	5	C LM	ALEXANDER D	3091.5	128.230776969	0.792	10.1004006125	9.85505888741	3.107595	2	0.526
878	4	C LM	ALEXANDER D	3092.0	128.230776969	0.792	10.1004006125	9.85505888741	3.107595	2	0.526
879	4	C LM	ALEXANDER D	3092.5	141.120776969	0.781	7.00040061246	10.8000588874	3.1061	2	0.517
880	4	C LM	ALEXANDER D	3093.0	168.360776969	0.781	2.20040061246	12.9200588874	3.096305	2	0.509
881	4	C LM	ALEXANDER D	3093.5	159.540776969	0.781	1.30040061246	13.7500588874	3.095835	2	0.5
882	4	C LM	ALEXANDER D	3094.0	146.280776969	0.78	2.40040061246	13.6950588874	3.092135	2	0.491
883	4	C LM	ALEXANDER D	3094.5	137.700776969	0.78	3.20040061246	13.3900588874	3.09943	2	0.483
884	4	C LM	ALEXANDER D	3095.0	110.290776969	0.78	3.90040061246	13.1650588874	3.0976	2	0.474
885	4	C LM	ALEXANDER D	3095.5	93.1107769687	0.78	4.70040061246	13.0200588874	3.0976	2	0.466
886	4	C LM	ALEXANDER D	3096.0	78.6707769687	0.778	5.30040061246	12.9150588874	3.0961	2	0.457
887	4	C LM	ALEXANDER D	3096.5	71.3607769687	0.766	5.20040061246	12.6550588874	3.09609	2	0.448
888	4	C LM	ALEXANDER D	3097.0	69.6307769687	0.754	4.40040061246	12.7000588874	3.095085	2	0.44
889	4	C LM	ALEXANDER D	3097.5	68.9407769687	0.736	4.20040061246	13.2700588874	3.09339	2	0.431
890	4	C LM	ALEXANDER D	3098.0	68.4707769687	0.719	4.80040061246	13.9250588874	3.084565	2	0.422
891	4	C LM	ALEXANDER D	3098.5	68.4607769687	0.7	6.00040061246	14.3400588874	3.06491	2	0.414
892	4	C LM	ALEXANDER D	3099.0	68.9307769687	0.694	6.60040061246	14.4200588874	3.061605	2	0.405
893	4	C LM	ALEXANDER D	3099.5	69.2007769687	0.687	6.80040061246	14.3000588874	3.055555	2	0.397
894	4	C LM	ALEXANDER D	3100.0	69.8407769687	0.68	6.70040061246	14.2300588874	3.054045	2	0.388
895	4	C LM	ALEXANDER D	3100.5	70.9207769687	0.678	6.70040061246	14.5000588874	3.050675	2	0.379
896	4	C LM	ALEXANDER D	3101.0	71.8807769687	0.674	7.00040061246	15.2250588874	3.050675	2	0.371
897	4	C LM	ALEXANDER D	3101.5	73.6707769687	0.672	7.10040061246	15.8200588874	3.052675	2	0.362
898	4	C LM	ALEXANDER D	3102.0	77.2607769687	0.668	6.90040061246	16.0050588874	3.04938	2	0.353
899	4	C LM	ALEXANDER D	3102.5	82.8207769687	0.667	7.10040061246	15.9450588874	3.04688	2	0.345
900	4	C LM	ALEXANDER D	3103.0	91.1807769687	0.667	7.30040061246	15.8800588874	3.047375	2	0.336
901	4	C LM	ALEXANDER D	3103.5	96.5907769687	0.663	7.90040061246	16.1000588874	3.053165	2	0.328
902	4	C LM	ALEXANDER D	3104.0	99.7107769687	0.668	8.50040061246	16.7150588874	3.04887	2	0.319
903	4	C LM	ALEXANDER D	3104.5	100.450776969	0.698	10.0004006125	16.1850588874	3.06152	2	0.31
904	4	C LM	ALEXANDER D	3105.0	100.450776969	0.697	10.3004006125	16.1050588874	3.06644	2	0.302
905	4	C LM	ALEXANDER D	3105.5	99.2107769687	0.697	8.10040061246	15.1800588874	3.07194	2	0.293
906	4	C LM	ALEXANDER D	3106.0	96.5407769687	0.697	5.50040061246	14.0600588874	3.07494	2	0.284
907	4	C LM	ALEXANDER D	3106.5	87.8007769687	0.696	3.20040061246	13.0750588874	3.07494	2	0.276
908	6	C LM	ALEXANDER D	3107.0	74.4207769687	0.702	2.20040061246	12.8500588874	3.07769	2	0.267
909	6	C LM	ALEXANDER D	3107.5	66.0607769687	0.703	3.60040061246	11.6200588874	3.086455	2	0.259
910	6	C LM	ALEXANDER D	3108.0	66.9807769687	0.72	7.90040061246	11.3400588874	3.09623	2	0.25
911	6	C LM	ALEXANDER D	3108.5	75.8707769687	0.687	12.6004006125	12.9550588874	3.060025	2	0.241
912	4	C LM	ALEXANDER D	3109.0	90.6307769687	0.625	15.2004006125	14.4700588874	3.01974	2	0.233
913	2	C LM	ALEXANDER D	3109.5	101.340776969	0.55	16.8004006125	15.5350588874	3.018725	1	0.224
914	2	C LM	ALEXANDER D	3110.0	105.050776969	0.489	18.2004006125	16.6450588874	3.019295	1	0.216
915	2	C LM	ALEXANDER D	3110.5	107.030776969	0.43	17.7004006125	17.0800588874	3.040525	1	0.207
916	2	C LM	ALEXANDER D	3111.0	103.810776969	0.393	14.7004006125	18.8050588874	2.999145	1	0.198
917	2	C LM	ALEXANDER D	3111.5	97.5607769687	0.356	11.6004006125	19.0000588874	3.000285	1	0.19
918	8	C LM	ALEXANDER D	3112.0	30.7107769687	0.283	1.30040061246	17.5750588874	2.94011	2	0.164
919	8	C LM	ALEXANDER D	3112.5	24.5807769687	0.262	0.800400612463	17.9450588874	2.815365	2	0.155
920	8	C LM	ALEXANDER D	3113.0	23.2907769687	0.243	3.90040061246	16.5300588874	2.90427	2	0.147
921	8	C LM	ALEXANDER D	3113.5	27.7007769687	0.23	6.60040061246	15.9350588874	2.89977	2	0.138
922	8	C LM	ALEXANDER D	3114.0	32.1207769687	0.238	6.80040061246	15.8650588874	2.90427	2	0.129
923	8	C LM	ALEXANDER D	3114.5	36.5307769687	0.243	6.70040061246	15.6250588874	2.888765	2	0.121
924	8	C LM	ALEXANDER D	3115.0	40.9407769687	0.253	4.50040061246	15.5300588874	2.906265	2	0.112
925	8	C LM	ALEXANDER D	3115.5	45.3507769687	0.265	0.900400612463	14.9250588874	2.850275	2	0.103
926	8	C LM	ALEXANDER D	3116.0	49.7607769687	0.288	-1.69959938754	13.6400588874	2.522515	2	0.095
927	8	C LM	ALEXANDER D	3116.5	54.1707769687	0.318	-2.69959938754	12.3050588874	2.27379	2	0.086
928	8	C LM	ALEXANDER D	3117.0	58.5807769687	0.408	-4.19959938754	10.2750588874	2.33681	2	0.078
929	8	C LM	ALEXANDER D	3117.5	63.0007769687	0.66	-3.59959938754	9.39005888741	2.63315	2	0.069
930	8	C LM	ALEXANDER D	3118.0	66.0507769687	0.79	-2.89959938754	8.75005888741	2.688245	2	0.06
931	8	C LM	ALEXANDER D	3118.5	67.5907769687	0.878	-2.19959938754	8.34505888741	2.740145	2	0.052
932	8	C LM	ALEXANDER D	3119.0	68.2707769687	0.91	-1.79959938754	8.08505888741	2.753245	2	0.043
933	8	C LM	ALEXANDER D	3119.5	67.8007769687	0.926	1.80040061246	8.19505888741	3.14853	2	0.034
934	8	C LM	ALEXANDER D	3120.0	65.9307769687	0.928	6.30040061246	8.56005888741	3.173345	2	0.026
935	8	C LM	ALEXANDER D	3120.5	67.3207769687	0.898	9.60040061246	9.77505888741	3.163345	2	0.017
936	8	C LM	ALEXANDER D	3121.0	76.5107769687	0.85	12.1004006125	10.8350588874	3.17146	2	0.009
1847	1	A1 SH	KIMZEY A	2918.5	73.8331713697	0.769	5.1708575984	11.3729682765	3.118235	1	1.0
1848	1	A1 SH	KIMZEY A	2919.0	75.1351713697	0.627	8.1428575984	13.1889682765	3.01186	1	0.978
1849	1	A1 SH	KIMZEY A	2919.5	72.4511713697	0.535	10.8118575984	15.1004682765	2.9883	1	0.956
1850	2	A1 SH	KIMZEY A	2920.0	66.1781713697	0.568	4.5108575984	16.9299682765	2.9893	1	0.933
1851	2	A1 SH	KIMZEY A	2920.5	63.1211713697	0.65	2.0278575984	15.9084682765	3.01904	1	0.911
1852	1	A1 SH	KIMZEY A	2921.0	61.7251713697	0.732	4.2368575984	12.0609682765	3.1077	1	0.889
1853	2	A1 SH	KIMZEY A	2921.5	60.4951713697	0.688	4.1808575984	10.9329682765	3.0572	1	0.867
1854	1	A1 SH	KIMZEY A	2922.0	58.8931713697	0.683	2.3938575984	12.1294682765	3.040935	1	0.844
1855	1	A1 SH	KIMZEY A	2922.5	56.8021713697	0.753	2.2558575984	12.9414682765	3.0971	1	0.822
1856	1	A1 SH	KIMZEY A	2923.0	54.5681713697	0.759	0.692857598397	13.1719682765	2.94226	1	0.8
1857	1	A1 SH	KIMZEY A	2923.5	55.8331713697	0.802	0.0458575983974	14.3764682765	2.814	1	0.778
1858	3	A1 SH	KIMZEY A	2924.0	59.2801713697	0.759	0.880857598397	16.5999682765	2.97606	1	0.756
1859	3	A1 SH	KIMZEY A	2924.5	62.9861713697	0.421	1.4578575984	17.7964682765	2.94547	1	0.733
1860	1	A1 SH	KIMZEY A	2925.0	65.4201713697	0.33	5.6668575984	23.5049682765	2.938365	1	0.711
1861	3	A1 SH	KIMZEY A	2925.5	67.7621713697	0.285	6.9328575984	25.2379682765	2.901665	1	0.689
1862	3	A1 SH	KIMZEY A	2926.0	68.4671713697	0.35	5.3368575984	27.2459682765	2.95658	1	0.667
1863	3	A1 SH	KIMZEY A	2926.5	68.7441713697	0.475	5.8328575984	30.1349682765	2.999795	1	0.644
1864	2	A1 SH	KIMZEY A	2927.0	66.6211713697	0.677	11.9398575984	16.2974682765	3.051275	1	0.622
1865	2	A1 SH	KIMZEY A	2927.5	63.9371713697	0.721	7.8678575984	12.5004682765	3.09384	1	0.6
1866	2	A1 SH	KIMZEY A	2928.0	58.2841713697	0.737	7.8678575984	10.7954682765	3.10189	1	0.578
1867	2	A1 SH	KIMZEY A	2928.5	56.9331713697	0.677	6.9318575984	9.77746827647	3.053275	1	0.556
1868	2	A1 SH	KIMZEY A	2929.0	56.6351713697	0.65	6.4368575984	9.41996827647	3.03338	1	0.533
1869	2	A1 SH	KIMZEY A	2929.5	60.6531713697	0.639	6.5468575984	10.0799682765	3.031905	1	0.511
1870	3	A1 SH	KIMZEY A	2930.0	61.9771713697	0.606	6.5468575984	10.5199682765	3.02166	1	0.489
1871	3	A1 SH	KIMZEY A	2930.5	64.9791713697	0.59	6.2728575984	11.3179682765	3.01892	1	0.467
1872	3	A1 SH	KIMZEY A	2931.0	67.5341713697	0.563	7.0428575984	12.1429682765	3.01441	1	0.444
1873	3	A1 SH	KIMZEY A	2931.5	68.9761713697	0.552	8.2528575984	12.1429682765	3.01691	1	0.422
1874	3	A1 SH	KIMZEY A	2932.0	66.3191713697	0.552	8.4178575984	11.7304682765	3.017025	1	0.4
1875	3	A1 SH	KIMZEY A	2932.5	61.4211713697	0.59	7.9778575984	10.9604682765	3.01516	1	0.378
1876	2	A1 SH	KIMZEY A	2933.0	56.9231713697	0.623	6.1618575984	10.4924682765	3.019395	1	0.356
1877	2	A1 SH	KIMZEY A	2933.5	55.6731713697	0.655	5.5568575984	11.0699682765	3.030775	1	0.333
1878	2	A1 SH	KIMZEY A	2934.0	55.9571713697	0.639	6.1628575984	11.7029682765	3.02663	1	0.311
1879	2	A1 SH	KIMZEY A	2934.5	58.3511713697	0.617	8.0878575984	13.1064682765	3.0223	1	0.289
1880	2	A1 SH	KIMZEY A	2935.0	59.5641713697	0.59	9.7378575984	14.0964682765	3.023065	1	0.267
1881	2	A1 SH	KIMZEY A	2935.5	62.7791713697	0.601	9.9028575984	14.1789682765	3.017505	1	0.244
1882	2	A1 SH	KIMZEY A	2936.0	65.7121713697	0.633	9.3528575984	13.5739682765	3.021545	1	0.222
1883	2	A1 SH	KIMZEY A	2936.5	70.5951713697	0.633	10.3438575984	11.5384682765	3.02157	1	0.2
1884	2	A1 SH	KIMZEY A	2937.0	73.0861713697	0.601	10.1508575984	11.5239682765	3.02178	1	0.178
1885	3	A1 SH	KIMZEY A	2937.5	74.0581713697	0.623	10.8388575984	12.1159682765	3.02963	1	0.156
1886	3	A1 SH	KIMZEY A	2938.0	74.0541713697	0.732	11.3338575984	12.6384682765	3.119145	1	0.133
1887	3	A1 SH	KIMZEY A	2938.5	72.4391713697	0.737	12.2148575984	13.3539682765	3.111245	1	0.111
1888	3	A1 SH	KIMZEY A	2939.0	71.3351713697	0.532	12.7638575984	15.3344682765	3.050295	1	0.089
1889	3	A1 SH	KIMZEY A	2939.5	68.4381713697	0.432	12.5448575984	16.4349682765	3.071565	1	0.067
1890	3	A1 SH	KIMZEY A	2940.0	66.1671713697	0.443	15.5158575984	18.9654682765	3.07707	1	0.044
1891	3	A1 SH	KIMZEY A	2940.5	60.5341713697	0.525	14.4148575984	20.1209682765	3.065135	1	0.022
1892	6	A1 LM	KIMZEY A	2941.0	57.4081713697	0.653	9.2068575984	18.0489682765	3.03055	1	1.0
1893	8	A1 LM	KIMZEY A	2941.5	47.9331713697	0.819	15.6258575984	13.5184682765	3.11609	2	0.988
1894	8	A1 LM	KIMZEY A	2942.0	38.7881713697	0.966	11.6088575984	12.3359682765	3.118945	2	0.976
1895	8	A1 LM	KIMZEY A	2942.5	34.8281713697	1.184	5.1228575984	7.82096827647	3.12168	2	0.964
1896	8	A1 LM	KIMZEY A	2943.0	34.8631713697	1.364	3.5208575984	6.20096827647	3.235555	2	0.952
1897	8	A1 LM	KIMZEY A	2943.5	39.2231713697	1.402	1.9258575984	6.61346827647	3.184895	2	0.94
1898	8	A1 LM	KIMZEY A	2944.0	42.4621713697	1.429	2.3658575984	6.11846827647	3.2164	2	0.929
1899	8	A1 LM	KIMZEY A	2944.5	44.9311713697	1.445	3.3698575984	5.61646827647	3.23791	2	0.917
1900	8	A1 LM	KIMZEY A	2945.0	41.3561713697	1.462	4.7318575984	5.26546827647	3.262985	2	0.905
1901	8	A1 LM	KIMZEY A	2945.5	36.0531713697	1.435	5.9968575984	5.07296827647	3.242595	2	0.893
1902	6	A1 LM	KIMZEY A	2946.0	34.8341713697	1.326	7.6468575984	4.68796827647	3.19792	2	0.881
1903	6	A1 LM	KIMZEY A	2946.5	36.3561713697	1.054	8.8588575984	5.12796827647	3.17262	2	0.869
1904	6	A1 LM	KIMZEY A	2947.0	41.0521713697	0.857	10.5638575984	6.64146827647	3.120605	2	0.857
1905	6	A1 LM	KIMZEY A	2947.5	44.7281713697	0.791	11.4438575984	7.57646827647	3.114595	2	0.845
1906	5	A1 LM	KIMZEY A	2948.0	49.2871713697	0.742	12.0498575984	8.81446827647	3.1052	2	0.833
1907	5	A1 LM	KIMZEY A	2948.5	50.8081713697	0.721	14.3598575984	8.81446827647	3.096375	2	0.821
1908	5	A1 LM	KIMZEY A	2949.0	54.8771713697	0.715	13.0378575984	9.86046827647	3.09588	2	0.81
1909	5	A1 LM	KIMZEY A	2949.5	59.8461713697	0.721	12.0488575984	10.5749682765	3.09164	2	0.798
1910	5	A1 LM	KIMZEY A	2950.0	62.1091713697	0.764	11.8288575984	10.6849682765	3.10286	2	0.786
1911	5	A1 LM	KIMZEY A	2950.5	65.7091713697	0.906	11.6088575984	10.6849682765	3.11101	2	0.774
1912	6	A1 LM	KIMZEY A	2951.0	74.8911713697	1.042	9.1328575984	9.33696827647	3.13777	2	0.762
1913	6	A1 LM	KIMZEY A	2951.5	80.5661713697	1.108	9.2988575984	7.16396827647	3.117075	2	0.75
1914	6	A1 LM	KIMZEY A	2952.0	86.9871713697	1.282	7.6478575984	5.48546827647	3.164185	2	0.738
1915	6	A1 LM	KIMZEY A	2952.5	95.0881713697	1.234	5.9898575984	6.01246827647	3.147755	2	0.726
1916	5	A1 LM	KIMZEY A	2953.0	116.64917137	1.129	7.9228575984	8.62196827647	3.119885	2	0.714
1917	5	A1 LM	KIMZEY A	2953.5	133.56217137	0.988	8.8528575984	9.97296827647	3.12391	2	0.702
1918	5	A1 LM	KIMZEY A	2954.0	126.68717137	0.879	10.6308575984	10.2939682765	3.101925	2	0.69
1919	5	A1 LM	KIMZEY A	2954.5	116.70117137	0.911	12.7338575984	10.6184682765	3.103925	2	0.679
1920	8	A1 LM	KIMZEY A	2955.0	81.9861713697	0.993	12.5988575984	10.3549682765	3.124205	2	0.667
1921	8	A1 LM	KIMZEY A	2955.5	60.1401713697	1.124	9.2438575984	10.6024682765	3.115685	2	0.655
1922	8	A1 LM	KIMZEY A	2956.0	43.5121713697	1.173	5.5498575984	10.3584682765	3.11588	2	0.643
1923	8	A1 LM	KIMZEY A	2956.5	31.5921713697	1.184	1.4858575984	10.6304682765	3.1061	2	0.631
1924	8	A1 LM	KIMZEY A	2957.0	27.2031713697	1.118	0.604857598397	10.5749682765	2.93087	2	0.619
1925	8	A1 LM	KIMZEY A	2957.5	25.6391713697	1.037	-0.605142401603	9.96996827647	2.78225	2	0.607
1926	8	A1 LM	KIMZEY A	2958.0	25.5301713697	1.02	-0.715142401603	9.30996827647	2.766285	2	0.595
1927	8	A1 LM	KIMZEY A	2958.5	28.5431713697	1.189	-0.771142401603	8.56696827647	2.75668	2	0.583
1928	6	A1 LM	KIMZEY A	2959.0	31.0211713697	1.244	-0.550142401603	7.85146827647	2.814765	2	0.571
1929	6	A1 LM	KIMZEY A	2959.5	33.9121713697	1.358	1.6228575984	7.12296827647	3.189815	2	0.56
